Chromosome	Start	End	Index	Probe	FlagIndex
19	48896937	48897190	18323	32471_cg09537107;cg16675644;cg10385411	1
19	48897972	48898133	18324	32472_cg01565028	1
19	48901952	48902106	18325	32473_cg12546181	1
19	48918063	48918198	18326	32474_cg15779837	1
19	48948984	48949144	18327	32475_cg01493303;cg05614058	1
19	48949186	48949329	18328	32476_cg11659327	1
19	48972167	48972509	18329	32477_cg10602468;cg19485873;cg25567963	1
19	48972596	48972735	18330	32478_cg21521454;cg24083067	1
19	48972921	48973023	18331	32479_cg10121434	0
19	48984345	48984477	18332	32480_PET_CpG	1
19	48996922	48997075	18333	32481_cg18418538	1
19	49014695	49014836	18334	32482_cg10812733;cg26739378	0
19	49016732	49016871	18335	32483_cg11947801	1
19	49122235	49122402	18336	32484_cg02603434;cg04750166;cg04988224;cg05918679;cg09572175;cg04308224;cg21898799;cg23398323	1
19	49122446	49122713	18337	32484_cg02603434;cg04750166;cg04988224;cg05918679;cg09572175;cg04308224;cg21898799;cg23398323	1
19	49122780	49122930	18338	32485_cg05240614	1
19	49127430	49127576	18339	32486_cg01597066;cg11376305	0
19	49138650	49138746	18340	32487_cg26351039	0
19	49140570	49140889	18341	32488_cg06530960;cg11700415;cg26914390;cg13402773;cg26571142	1
19	49141116	49141180	18342	32489_cg26789053	0
19	49148450	49148687	18343	32490_PET_CpG	1
19	49149686	49149833	18344	32491_cg21126163	1
19	49199789	49200209	18345	32492_PET_CpG	1
19	49217177	49217328	18346	32493_cg24083817	1
19	49244886	49245030	18347	32494_cg04782667	1
19	49298642	49298781	18348	32495_cg23059550	1
19	49314114	49314260	18349	32496_cg23441208	1
19	49314381	49314518	18350	32497_cg22820935	1
19	49315625	49315697	18351	32498_cg18873530	0
19	49375407	49375588	18352	32499_cg11236879;cg16264781;cg22143490	1
19	49375605	49375857	18353	32500_cg06896857;cg19746536	1
19	49399127	49399413	18354	32501_PET_CpG	1
19	49403420	49403635	18355	32502_cg19245943;cg22768531	1
19	49436640	49436881	18356	32503_cg07718690;cg09523171;cg18473090;cg19334675	1
19	49457923	49458070	18357	32504_cg05513979	1
19	49458135	49458384	18358	32505_cg00803419;cg26527664	0
19	49465773	49465928	18359	32506_PET_CpG	1
19	49467093	49467246	18360	32507_cg03039974	1
19	49468845	49468986	18361	32509_cg05617973	1
19	49496415	49496767	18362	32510_cg03744724;cg25785679;cg21211053;cg24457886	0
19	49496916	49497192	18363	32511_cg03536881;cg25270788	1
19	49521435	49521571	18364	32512_cg15504677	1
19	49559508	49559644	18365	32513_cg14602640;cg27340350	1
19	49588323	49588416	18366	32514_cg01999229;cg16737773	1
19	49588472	49588505	18367	32514_cg01999229;cg16737773	1
19	49617453	49617538	18368	32515_cg19066060	0
19	49617642	49617690	18369	32516_cg08888249;cg16875169	0
19	49617865	49617940	18370	32517_cg22014867	0
19	49622283	49622551	18371	32518_cg04749993;cg10591911;cg10691036;cg21536992	0
19	49631218	49631358	18372	32519_cg25450837	0
19	49646167	49646315	18373	32520_cg00421363	1
19	49652129	49652202	18374	32521_cg08270964	0
19	49653365	49653515	18375	32522_cg25740437	1
19	49661029	49661142	18376	32524_cg19231632	1
19	49837159	49837297	18377	32525_PET_CpG	1
19	49838453	49838659	18378	32526_PET_CpG	1
19	49839014	49839347	18379	32527_PET_CpG	1
19	49859302	49859425	18380	32528_PET_CpG	1
19	49865293	49865473	18381	32529_cg15299463;cg16539981	1
19	49866701	49867169	18382	32531_cg03061811;cg05022225;cg05088512;cg08593051;cg26727980;cg21589115;cg27024876	1
19	49929515	49929654	18383	32532_cg21619919	1
19	49946414	49946504	18384	32533_cg25321988	0
19	49955093	49955233	18385	32534_cg15388895	1
19	49956273	49956330	18386	32535_cg22269913	0
19	49956776	49956923	18387	32536_cg22152253	1
19	49973446	49973903	18388	32537_PET_CpG	1
19	49977321	49977456	18389	32538_cg12286123	1
19	49990376	49990553	18390	32539_cg13671109;cg22079082	1
19	49990673	49990838	18391	32540_cg14048834;cg15607449;cg27640908	1
19	49990988	49991126	18392	32541_cg23860279	1
19	49991411	49991556	18393	32542_cg25350122	1
19	49999168	49999675	18394	32543_cg00544901;cg03588376;cg13432900;cg15967449;cg04760261;cg15522728	1
19	49999709	49999828	18395	32544_cg22660544	1
19	50003131	50004018	18396	32545_PET_CpG	1
19	50004258	50004656	18397	32546_PET_CpG;32547_cg19671553	1
19	50031181	50031339	18398	32549_cg19403104;cg19808978	0
19	50037395	50037501	18399	32550_cg18108716	0
19	50037804	50037960	18400	32551_cg18224395	1
19	50083706	50083845	18401	32552_cg19365843	1
19	50083876	50083960	18402	32553_cg12533428	0
19	50093609	50093749	18403	32554_cg08663936	1
19	50096596	50096646	18404	32555_cg15032314	0
19	50143725	50143865	18405	32556_cg03312426	1
19	50143875	50144010	18406	32557_cg01592530	1
19	50144255	50144469	18407	32558_PET_CpG	1
19	50145336	50145406	18408	32559_cg04264658;cg16591054;cg24310183	0
19	50168828	50168974	18409	32560_cg09250473	1
19	50169302	50169420	18410	32561_cg27183495	0
19	50169428	50169557	18411	32562_cg10596108	1
19	50180287	50180496	18412	32563_cg14576628;cg18880319	1
19	50180502	50180791	18413	32564_cg14258555;cg25595446	1
19	50183917	50184059	18414	32565_cg13675411	1
19	50194172	50194318	18415	32566_cg19471591	1
19	50269796	50269850	18416	32567_cg03210848	0
19	50316353	50316760	18417	32568_cg01139412;cg23348158;cg10166205;cg11398523;cg19763319	1
19	50321286	50321388	18418	32569_cg08016310;cg08133350	0
19	50321398	50321497	18419	32570_cg03206847;cg03345567;cg14895646	1
19	50321503	50321784	18420	32570_cg03206847;cg03345567;cg14895646	1
19	50354087	50354300	18421	32571_cg07059167;cg18596952;cg23301142	1
19	50370422	50370557	18422	32572_cg08494041	1
19	50370673	50370790	18423	32573_cg26884921	0
19	50370926	50371046	18424	32574_cg03235494	1
19	50373072	50373224	18425	32575_cg01402698	1
19	50379722	50379865	18426	32576_cg02578673;cg15711037;cg18554773	0
19	50379873	50380028	18427	32576_cg02578673;cg15711037;cg18554773	0
19	50380442	50380602	18428	32577_cg27514703	1
19	50380662	50380898	18429	32578_cg02824295;cg22726760;cg24893721	1
19	50393573	50393720	18430	32579_cg05213896	1
19	50400632	50400992	18431	32580_PET_CpG	1
19	50432787	50432915	18432	32581_cg05660570;cg08300343;cg17872953;cg21897817	0
19	50528325	50528475	18433	32582_cg21580058	1
19	50528605	50528742	18434	32583_cg07583667	1
19	50528760	50528942	18435	32584_cg11846529;cg24484103	1
19	50528987	50529047	18436	32584_cg11846529;cg24484103	1
19	50553990	50554130	18437	32585_cg20971220	1
19	50815649	50815736	18438	32586_cg07602980	0
19	50831957	50832108	18439	32588_cg19753794	1
19	50832546	50832719	18440	32589_cg00342532;cg15129307	0
19	50832742	50832872	18441	32590_cg00740020	1
19	50836522	50836639	18442	32591_cg01017355	0
19	50879453	50879721	18443	32592_cg14673743;cg16022595;cg24341299	1
19	50887506	50887613	18444	32593_cg02849924;cg25660583	0
19	50934939	50935074	18445	32594_cg08633134	1
19	50979487	50979654	18446	32596_cg02951558;cg04541675	1
19	50979667	50979837	18447	32597_cg22492273;cg22843625	1
19	51014247	51014411	18448	32598_cg03523122;cg17168820	1
19	51014582	51014719	18449	32599_cg22266470	1
19	51070885	51070961	18450	32600_cg27073079	0
19	51161441	51161557	18451	32601_cg02776035	1
19	51197397	51197544	18452	32602_cg17525428	1
19	51216191	51216421	18453	32604_PET_CpG	1
19	51231892	51232031	18454	32606_cg07809484	1
19	51307658	51307804	18455	32607_cg14528525	1
19	51307843	51307987	18456	32608_cg27292777	1
19	51308293	51308430	18457	32609_cg23237364	1
19	51339327	51339565	18458	32610_cg04588972;cg23097143	1
19	51416054	51416297	18459	32611_cg14283569;cg17355294	1
19	51520579	51520729	18460	32612_cg11459714	1
19	51522567	51522707	18461	32613_cg04772683	1
19	51568219	51568341	18462	32614_cg03307401	0
19	51612075	51612217	18463	32615_cg15196314	1
19	51814691	51814757	18464	32616_cg22489583	0
19	51842184	51842303	18465	32617_cg21572210	0
19	51843774	51843930	18466	32618_cg18563413	1
19	51869321	51869466	18467	32619_cg04322978	1
19	51869592	51869623	18468	32620_cg02666184;cg02837212;cg24129914	0
19	51869819	51869868	18469	32620_cg02666184;cg02837212;cg24129914	0
19	51870286	51870432	18470	32621_cg21994174	1
19	51871156	51871305	18471	32622_cg06867065	1
19	51875901	51876042	18472	32623_PET_CpG	1
19	51879181	51879333	18473	32624_PET_CpG	1
19	51897552	51897693	18474	32625_cg25994146	1
19	51951657	51951903	18475	32626_PET_CpG	1
19	52004962	52005093	18476	32627_PET_CpG	1
19	52074279	52074537	18477	32628_cg01382982;cg02375258	1
19	52097198	52097351	18478	32629_cg00474049	1
19	52097724	52097868	18479	32630_cg21730366	1
19	52104443	52104957	18480	32631_PET_CpG;32632_cg08461949	1
19	52110399	52110544	18481	32633_PET_CpG	1
19	52133668	52133866	18482	32634_PET_CpG	0
19	52207275	52207423	18483	32635_cg03671191	1
19	52207515	52207664	18484	32636_cg13730743	0
19	52267675	52267834	18485	32637_PET_CpG	1
19	52275050	52275195	18486	32638_PET_CpG	1
19	52407803	52407950	18487	32639_cg21910821	1
19	52407970	52408102	18488	32640_cg15534084	1
19	52408183	52408340	18489	32641_cg19864007	1
19	52430558	52430700	18490	32642_cg05930315;cg10628276	1
19	52489985	52490299	18491	32643_cg02573825;cg05017253;cg26498020	1
19	52511290	52511672	18492	32644_cg01306005;cg18703903;cg23224828;cg15979098	1
19	52531451	52531596	18493	32645_cg02876237	1
19	52531625	52531766	18494	32646_cg17428324	1
19	52552040	52552446	18495	32647_cg06888058;cg14944575;cg24021890;cg13584718	1
19	52642436	52642587	18496	32648_cg09434832	1
19	52642631	52642724	18497	32649_cg14768270	1
19	52643401	52643451	18498	32650_cg11682838;cg11981871	0
19	52674922	52675065	18499	32651_cg10342614;cg17147121	1
19	52693051	52693142	18500	32652_cg03352322;cg11357813	0
19	52693173	52693265	18501	32653_cg04610589	0
19	52693543	52693690	18502	32654_cg18238813	0
19	52772791	52772938	18503	32655_cg17384870	1
19	52772956	52773103	18504	32656_cg16856981	1
19	52773316	52773458	18505	32657_cg13531989	1
19	52800450	52800533	18506	32658_cg22282877	0
19	52800636	52800841	18507	32659_cg03650154;cg23275673	1
19	52839374	52839517	18508	32660_cg13369291	1
19	52873022	52873213	18509	32661_cg09313053;cg14224937	1
19	52900907	52901011	18510	32662_cg09267217	1
19	53030656	53030763	18511	32663_cg07819497	0
19	53073319	53073453	18512	32664_cg07528613;cg18765463	1
19	53104321	53104435	18513	32665_cg01012280	1
19	53140896	53141050	18514	32666_cg14098468	1
19	53141550	53141684	18515	32667_cg01268683	0
19	53141721	53141862	18516	32668_cg08351203	1
19	53193835	53193981	18517	32669_cg11583963	1
19	53237578	53237705	18518	32670_cg19293748	1
19	53238358	53238529	18519	32671_cg04754360;cg09263407	1
19	53289999	53290035	18520	32672_cg04292615;cg16848843;cg23881482	0
19	53290037	53290228	18521	32672_cg04292615;cg16848843;cg23881482	0
19	53324200	53324341	18522	32673_cg20725157	1
19	53445720	53445865	18523	32674_cg10711694	1
19	53466112	53466217	18524	32675_cg01099031	0
19	53496758	53496831	18525	32676_cg19318095	0
19	53496948	53497102	18526	32677_cg04318704	1
19	53606458	53606608	18527	32678_cg08228914	1
19	53635998	53636184	18528	32679_cg10332700;cg15202738	1
19	53662273	53662431	18529	32680_cg27209110	1
19	53696569	53696618	18530	32681_cg01620580;cg07950216	0
19	53700450	53700585	18531	32682_cg23021477	1
19	53758231	53758318	18532	32683_cg24114314	0
19	53836761	53836950	18533	32684_cg04333648;cg13710375	1
19	53898200	53898346	18534	32685_cg25518519	1
19	53935186	53935357	18535	32686_cg12051532;cg19342764	1
19	53935671	53935825	18536	32687_cg12268519	1
19	53970760	53971014	18537	32688_cg14329697;cg15482168	1
19	54024251	54024391	18538	32689_cg15205507	1
19	54269461	54269604	18539	32690_PET_CpG	1
19	54369400	54369686	18540	32691_cg03585419;cg05337743;cg13499300;cg06665109;cg09418984	0
19	54370934	54371001	18541	32692_cg12126027	0
19	54371864	54372074	18542	32693_cg07454803;cg23520075	1
19	54372529	54372999	18543	32694_cg12586594;cg25791973;cg27294816;cg14713933;cg22938308	0
19	54385365	54385493	18544	32695_cg06697294;cg11662224	1
19	54385739	54385937	18545	32696_PET_CpG	1
19	54410089	54410127	18546	32697_cg08263099	0
19	54410234	54410376	18547	32698_cg02660823	1
19	54483456	54483592	18548	32699_cg20122943	1
19	54494590	54494713	18549	32700_cg03119731	1
19	54523460	54523608	18550	32701_PET_CpG	1
19	54597764	54597877	18551	32702_PET_CpG	1
19	54599141	54599364	18552	32703_cg05606351;cg11196851	1
19	54599376	54599527	18553	32704_cg15472403	1
19	54605946	54606193	18554	32705_cg09192760;cg17303459;cg21934323;cg22912577;cg23291322	1
19	54606210	54606293	18555	32705_cg09192760;cg17303459;cg21934323;cg22912577;cg23291322	1
19	54619038	54619252	18556	32706_cg03049243;cg04417471;cg10355212;cg13709128;cg19831031	1
19	54641286	54641393	18557	32708_cg10791954;cg11308747;cg21700070;cg26151740;cg20706482	0
19	54641493	54641583	18558	32708_cg10791954;cg11308747;cg21700070;cg26151740;cg20706482	0
19	54663206	54663343	18559	32709_cg07451103	1
19	54663512	54663662	18560	32710_cg01604348	1
19	54663721	54663850	18561	32711_cg08069712	1
19	54663951	54664098	18562	32712_cg09412792	1
19	54666195	54666280	18563	32713_cg19250101	0
19	54666297	54666457	18564	32714_cg09984124	1
19	54668491	54668624	18565	32715_cg19488620	1
19	54676878	54677007	18566	32716_cg22380693	1
19	54693248	54693327	18567	32717_cg21577705	0
19	54693383	54693481	18568	32718_cg03278989;cg07518035;cg11776676;cg13622047;cg16032746;cg23233673;cg13922166;cg23968678	1
19	54693495	54693983	18569	32718_cg03278989;cg07518035;cg11776676;cg13622047;cg16032746;cg23233673;cg13922166;cg23968678	1
19	54694151	54694249	18570	32719_cg12173535	0
19	54694838	54695018	18571	32720_cg00446966;cg04568117;cg14070281;cg19542892;cg21086156;cg24434274	0
19	54695133	54695251	18572	32720_cg00446966;cg04568117;cg14070281;cg19542892;cg21086156;cg24434274	0
19	54704552	54705040	18573	32721_cg02464895;cg13628532;cg18520141;cg20242307;cg23195398;cg10384134;cg25247455	1
19	54705098	54705229	18574	32722_cg22155111	1
19	54751879	54752147	18575	32723_PET_CpG	1
19	54890091	54890182	18576	32724_PET_CpG	1
19	54899699	54899844	18577	32725_cg00562265	1
19	54926365	54926509	18578	32726_cg15241920;cg21883754;cg15723536;cg23695687	0
19	54926735	54926806	18579	32726_cg15241920;cg21883754;cg15723536;cg23695687	0
19	54959688	54959822	18580	32727_cg03570332	1
19	54960386	54960520	18581	32728_cg19514961	1
19	54960773	54960918	18582	32729_cg11298989	1
19	54961003	54961134	18583	32730_cg22314482	1
19	54974821	54975069	18584	32731_cg23365554;cg25949941	1
19	54982653	54982793	18585	32732_cg25268754	1
19	55009023	55009235	18586	32733_PET_CpG	1
19	55141748	55142014	18587	32734_PET_CpG	1
19	55453009	55453138	18588	32735_PET_CpG	1
19	55471189	55471436	18589	32736_PET_CpG	1
19	55553585	55553782	18590	32737_PET_CpG	1
19	55574347	55574426	18591	32738_cg03656968	0
19	55574597	55574774	18592	32739_cg02279127;cg19224249	1
19	55580821	55580974	18593	32740_cg09548950	1
19	55591631	55591697	18594	32741_cg11956396	0
19	55592968	55593003	18595	32742_cg21121496	0
19	55593056	55593264	18596	32743_PET_CpG	1
19	55593461	55593994	18597	32744_PET_CpG;32745_cg12020396	1
19	55597776	55598832	18598	32746_PET_CpG	1
19	55627661	55627799	18599	32747_cg26358497	1
19	55628531	55628678	18600	32748_cg02611105	0
19	55678296	55678412	18601	32749_cg02779667	1
19	55690664	55690936	18602	32750_cg14047019;cg22380533	1
19	55691427	55691551	18603	32751_cg27383277	1
19	55765927	55766353	18604	32752_PET_CpG	1
19	55766612	55767363	18605	32753_PET_CpG	1
19	55769996	55770149	18606	32754_cg04996158;cg09969046	0
19	55791342	55791575	18607	32755_cg01642168;cg08418172;cg22786741;cg27051339	1
19	55836654	55836810	18608	32756_PET_CpG	1
19	55850578	55850693	18609	32757_cg06818514	0
19	55850939	55851247	18610	32758_cg02691685;cg03768007;cg07742499;cg08150470;cg13084049;cg18844304;cg22369252;cg23511169;cg24127743;cg11368509	0
19	55865220	55865404	18611	32759_cg21310689;cg22772355	1
19	55866255	55866445	18612	32760_cg08115069;cg16890428	1
19	55895765	55895998	18613	32761_PET_CpG	1
19	55896555	55896696	18614	32762_cg09769958	1
19	55896769	55897284	18615	32763_cg11895418;cg27067379;cg12520919;cg17387916	1
19	55898080	55898219	18616	32764_cg25975979	1
19	55919465	55919554	18617	32765_cg09541373;cg10343723	0
19	55919564	55919711	18618	32766_cg19669476	1
19	55951874	55952001	18619	32767_cg26709356	1
19	55953919	55954062	18620	32768_cg12137286	1
19	55962892	55963013	18621	32769_cg22031392	0
19	55963043	55963191	18622	32770_cg02816363	1
19	55963993	55964269	18623	32771_PET_CpG;32772_cg03735012	1
19	55972569	55972725	18624	32773_cg09846458	1
19	55973242	55973388	18625	32774_cg27153400	1
19	55987520	55987652	18626	32775_cg04592292	1
19	55996250	55996632	18627	32776_cg00734970;cg07778837;cg15698995;cg23530263;cg02464563	1
19	56015225	56015371	18628	32777_cg27308346	1
19	56028400	56028600	18629	32778_cg00509507;cg20719132	0
19	56098733	56099016	18630	32779_cg09955715;cg27480589	1
19	56146230	56146366	18631	32780_cg27489547	1
19	56152118	56152279	18632	32781_cg04410558;cg12162337	1
19	56154093	56154232	18633	32783_cg07938869;cg26770479	1
19	56154788	56154900	18634	32784_cg00838399;cg15248135;cg15689069	1
19	56165238	56165386	18635	32786_cg27341608	1
19	56165720	56165863	18636	32787_cg13791658	1
19	56166088	56166197	18637	32788_cg02495971	1
19	56166410	56166501	18638	32789_cg08668112;cg25565998	0
19	56186435	56186512	18639	32790_cg10801421;cg10802291	0
19	56632797	56632884	18640	32791_cg19579795;cg20224016	0
19	56652368	56652524	18641	32792_cg23209459;cg23927976;cg26708638	0
19	56673698	56673848	18642	32793_PET_CpG	1
19	56826030	56826268	18643	32794_cg14237711;cg22092652	1
19	56826362	56826504	18644	32795_cg02108068	1
19	56826701	56826914	18645	32796_cg01219129;cg17703407	1
19	56879351	56879489	18646	32797_cg21493505	1
19	56879566	56879717	18647	32798_cg27477373	1
19	56904821	56905181	18648	32799_cg02763101;cg09568464;cg13916740;cg25267765	1
19	56915446	56915718	18649	32800_cg02776314;cg03280624;cg27009208	1
19	56915811	56915964	18650	32801_cg20118020	1
19	56988706	56988844	18651	32802_cg24464397	1
19	56989466	56989616	18652	32803_cg08063125	1
19	56989816	56990031	18653	32804_PET_CpG	1
19	57078376	57078525	18654	32805_cg03153658	1
19	57078710	57078845	18655	32806_cg24334111	1
19	57106471	57106619	18656	32807_cg22995684	1
19	57106636	57106916	18657	32808_cg04181321;cg15705469	1
19	57149552	57149691	18658	32809_cg14627089	1
19	57617450	57617592	18659	32810_PET_CpG	1
19	57683642	57683777	18660	32811_cg18845189	1
19	57702695	57702878	18661	32812_cg12096988;cg15257259;cg18576158;cg25800082;cg26970847	1
19	57702922	57703055	18662	32813_cg24150232	1
19	57703072	57703212	18663	32814_cg23257840	1
19	57703225	57703444	18664	32815_cg00368987;cg11140785	1
19	57751871	57752079	18665	32816_cg01578996;cg08279377;cg11865585;cg12963866;cg24459738	1
19	57752095	57752247	18666	32817_cg26744078	1
19	57791210	57791352	18667	32818_cg11737403	1
19	57791570	57791904	18668	32819_cg08008199;cg25259142;cg08849938;cg12495725;cg15740357	1
19	57831561	57831919	18669	32820_cg00846300;cg23986470;cg01044608;cg01325460;cg14786398	1
19	57862366	57862520	18670	32821_cg10157975	1
19	57874806	57875055	18671	32822_cg10066151;cg24765016	1
19	57922240	57922398	18672	32823_cg08591761	1
19	57922426	57922598	18673	32824_cg02446378;cg24834709	1
19	57946396	57946547	18674	32825_cg01538066	1
19	57946771	57946910	18675	32826_cg14723331	1
19	57989054	57989195	18676	32827_cg02298956	1
19	57998960	57999241	18677	32828_cg07873812;cg08134106;cg09260640	1
19	57999386	57999501	18678	32829_cg23015949	1
19	58011267	58011477	18679	32830_cg00757182;cg22806837	1
19	58011512	58011630	18680	32831_cg25344133	1
19	58038507	58038826	18681	32832_cg01601746;cg06458239;cg10729426;cg13644629;cg20607331	1
19	58070927	58071072	18682	32833_cg17278573	1
19	58090127	58090544	18683	32834_cg01068412;cg22956077;cg27013550;cg10338639;cg21278285;cg22030419	1
19	58094937	58095076	18684	32835_cg21911021	1
19	58095087	58095227	18685	32836_cg06707978	1
19	58095392	58095539	18686	32837_cg04342092	1
19	58095582	58095735	18687	32838_cg26246807	1
19	58111407	58111537	18688	32839_cg00513060	1
19	58125482	58125656	18689	32840_cg11259628;cg22922289	1
19	58125787	58125920	18690	32841_cg18113994	1
19	58144532	58144775	18691	32842_cg05908775;cg24863791	1
19	58175593	58175720	18692	32843_cg18597709	1
19	58193243	58193385	18693	32844_cg02933881	1
19	58219912	58220750	18694	32845_PET_CpG	1
19	58238773	58238924	18695	32846_cg12074025	1
19	58239058	58239228	18696	32847_cg21305471;cg24016939	1
19	58258373	58258522	18697	32848_cg20224751	1
19	58258567	58258710	18698	32849_cg01097964	1
19	58280937	58281083	18699	32850_cg18575209;cg20751795	1
19	58281373	58281523	18700	32851_cg14038484	1
19	58325936	58326083	18701	32852_cg22722891	1
19	58326116	58326369	18702	32853_cg10133929;cg12983442;cg16615451;cg22239958	1
19	58331001	58331145	18703	32854_cg22356451	1
19	58331226	58331364	18704	32855_cg09470902	1
19	58361061	58361213	18705	32856_cg22324618	1
19	58361216	58361331	18706	32857_cg19455368	1
19	58361456	58361603	18707	32858_cg16253840	1
19	58427688	58427828	18708	32859_cg11227172	1
19	58427856	58428006	18709	32860_cg08289409	1
19	58428111	58428212	18710	32861_cg09561458	1
19	58459056	58459323	18711	32862_cg12555306;cg16246961;cg22731359;cg27388983	1
19	58629759	58629902	18712	32863_cg08873805	0
19	58661756	58662026	18713	32864_cg08687515;cg24884572	1
19	58662110	58662362	18714	32865_cg21294424;cg21877656	1
19	58666377	58666526	18715	32866_cg02352723	1
19	58694460	58694571	18716	32867_cg04684267	1
19	58694691	58694840	18717	32868_cg09316894	0
19	58694926	58695109	18718	32869_cg12978575;cg24066198	1
19	58715601	58715760	18719	32870_cg19416570	1
19	58739916	58740049	18720	32871_cg01859739	1
19	58740176	58740324	18721	32872_cg21155461;cg21747958	1
19	58740376	58740513	18722	32873_cg08397273	1
19	58790056	58790190	18723	32874_cg17101553	1
19	58816646	58816792	18724	32875_cg11968813	1
19	58838136	58838506	18725	32876_cg01648131;cg02801453;cg09317632;cg21468511;cg22255355;cg25041148	1
19	58838622	58838781	18726	32877_cg01588901	1
19	58858461	58858595	18727	32878_PET_CpG	1
19	58858731	58858871	18728	32879_cg22286978	1
19	58858941	58859012	18729	32880_cg10734734	0
19	58867473	58868251	18730	32881_PET_CpG	1
19	58873950	58874098	18731	32882_cg26887625	1
19	58874158	58874297	18732	32883_cg04776910	1
19	58874309	58874449	18733	32884_cg14989522	1
19	58892418	58892701	18734	32885_cg00869285;cg18775767;cg14307922	1
19	58898455	58898768	18735	32886_cg03559043;cg05333564;cg08216447;cg19223106	1
19	58907770	58907950	18736	32887_PET_CpG	0
19	58907974	58908157	18737	32887_PET_CpG	0
19	58912645	58912797	18738	32888_cg14192934	1
19	58913085	58913189	18739	32889_cg04608855	1
19	58919730	58920147	18740	32890_cg01221484;cg07764513;cg13468174;cg07777224	1
19	58951519	58951671	18741	32891_cg03735888;cg12042659	1
19	58951737	58951876	18742	32892_cg00868383	1
19	58962697	58962844	18743	32893_cg18787736	1
19	58962849	58963063	18744	32894_cg06554781;cg11952622;cg25951580;cg26874164	1
19	58963294	58963441	18745	32895_cg10219004	1
19	58978157	58978292	18746	32896_cg16198095	1
19	58978374	58978657	18747	32897_cg08693600;cg11765560;cg23473726	1
19	58987582	58987726	18748	32898_cg17935210	1
19	58987792	58987936	18749	32899_cg19862109	1
19	59010682	59010980	18750	32900_cg09364328;cg23478354	1
19	59025102	59025720	18751	32901_PET_CpG	1
19	59030872	59030938	18752	32902_cg07730715;cg11457695;cg14212467;cg17364234	0
19	59031062	59031154	18753	32902_cg07730715;cg11457695;cg14212467;cg17364234	0
19	59031267	59031419	18754	32903_cg07613693	1
19	59049778	59049889	18755	32904_cg07576175	0
19	59050047	59050202	18756	32905_cg08278357	1
19	59055532	59055636	18757	32906_cg11909976;cg17840453;cg26981251;cg18397137	0
19	59055685	59055794	18758	32906_cg11909976;cg17840453;cg26981251;cg18397137	0
19	59055837	59055944	18759	32906_cg11909976;cg17840453;cg26981251;cg18397137	0
19	59056141	59056282	18760	32907_cg12528394	0
19	59066492	59066761	18761	32908_cg03552658;cg11960001;cg11983506	1
19	59070157	59070309	18762	32910_cg21639968	1
19	59070342	59070664	18763	32911_cg07533320;cg12245206;cg17783671;cg20631335	1
19	59073822	59073969	18764	32912_cg26482665	1
19	59074187	59074330	18765	32913_cg19363466	1
19	59084157	59084322	18766	32914_cg05007985;cg10219575	1
19	59084730	59084858	18767	32915_cg13979592	1
19	59084862	59085108	18768	32916_cg01050704;cg09444255;cg11686214;cg14986359;cg15191848;cg18664773;cg23196670	1
19	59086652	59086795	18769	32917_cg23487303	1
19	59086897	59087028	18770	32918_cg06620654	1
19	59087302	59087456	18771	32919_cg22359535	1
2	45385	46595	18772	3800_PET_CpG;3801_cg19145730	1
2	46808	47196	18773	3800_PET_CpG	1
2	227037	227229	18774	3802_PET_CpG	1
2	264049	264286	18775	3803_cg00108164;cg03468349;cg10181419;cg20749741;cg21825027;cg25945732	1
2	264760	265000	18776	3804_cg18863077;cg19374947;cg21155418;cg21586243;cg22248683;cg19372772;cg21949518	0
2	289470	289611	18777	3805_cg18642499	1
2	429781	430119	18778	3806_PET_CpG	1
2	430406	430544	18779	3807_PET_CpG	1
2	585236	585397	18780	3808_PET_CpG	1
2	677296	677450	18781	3809_cg01422129	1
2	677454	677665	18782	3810_cg05664523;cg13955747;cg26378753	1
2	946051	946191	18783	3811_cg20225749	1
2	969787	970109	18784	3812_PET_CpG	1
2	1158583	1159135	18785	3813_PET_CpG	1
2	1554574	1554710	18786	3814_cg03064189	1
2	1568259	1568387	18787	3815_PET_CpG	1
2	1746515	1746669	18788	3816_cg19300414	1
2	1746771	1746916	18789	3817_cg12780678	1
2	1821431	1821563	18790	3818_cg04707822	1
2	1858661	1858813	18791	3819_cg05974816	1
2	1993906	1994050	18792	3820_PET_CpG	1
2	1999356	1999503	18793	3821_PET_CpG	1
2	1999816	2000165	18794	3822_PET_CpG	1
2	2690030	2690397	18795	3823_PET_CpG	1
2	2996352	2996487	18796	3824_PET_CpG	1
2	3246576	3246736	18797	3825_PET_CpG	1
2	3307437	3307584	18798	3826_cg21082122	1
2	3381407	3382026	18799	3827_cg01102158;cg06506156;cg03107405;cg06259049;cg07568517;cg14487680;cg22829114	1
2	3383272	3383493	18800	3828_cg11855769;cg13724220	1
2	3383902	3384051	18801	3829_cg23137128	1
2	3523136	3523290	18802	3830_cg23227555	0
2	3523456	3523603	18803	3831_cg13155114	1
2	3605627	3605769	18804	3832_cg09681546	1
2	3605907	3606201	18805	3833_cg04947065;cg07173100;cg13369206;cg15857610;cg20457942;cg24584002	0
2	3622582	3622799	18806	3834_cg16658848;cg25252478	1
2	3623035	3623193	18807	3835_cg19906333	1
2	5484233	5484424	18808	3836_PET_CpG	1
2	5499071	5499198	18809	3837_PET_CpG	1
2	5836298	5836427	18810	3838_cg04043795	1
2	5865950	5866648	18811	3839_PET_CpG	1
